protein,fiber_type,resistance,terbutaline
LNP,I,-8.350956594162438e-4,0.09728723771417609
LNP,II,0.011453046170376124,0.12873368182667275
LOC285556,I,-0.306372690524285,0.004172785397731212
LOC285556,II,0.6010848393810415,-0.04281058503022999
LONP1,I,-0.25419354692463536,-0.033396017672988436
LONP1,II,0.02321416878028737,-0.3285829460947496
LPIN1,I,-0.04874274595587812,-0.11526360524734655
LPIN1,II,-0.059628702012149315,0.17502683173973654
LPP,I,0.013472796068408085,-0.005600919079322697
LPP,II,0.2370464677021932,0.016471266428893697
LRG1,I,0.39767464868094454,0.10759979475413575
LRG1,II,-0.16531142848523497,0.11566536056427207
LRPAP1,I,0.12387147608916672,0.005140354249248766
LRPAP1,II,-0.010380385816137169,-0.13428548371967655
LRPPRC,I,-0.12587878909450545,0.02074719809376355
LRPPRC,II,0.12178593307924523,-0.11237433449817462
LRRC2,I,0.022042538616536333,1.0070987569853127
LRRC2,II,0.14679919573778374,-0.4069371501997354
LRRC20,I,-0.49992621002064425,-0.0032813483329597114
LRRC20,II,-0.2710936967632951,-0.21201411241844617
LRRC39,I,-0.11223103904164741,0.35113053323673493
LRRC39,II,-0.20053044767240885,-0.3324710450548872
LRRC47,I,-0.08981943678922708,0.3859934624133587
LRRC47,II,-0.046685027040118676,0.013281219758634203
LRRC59,I,0.5997113369144357,0.3600169759262794
LRRC59,II,-0.21762350028536198,0.36024994044190206
LRRFIP2,I,0.40694179176071366,0.34672218757939516
LRRFIP2,II,0.5920574767903346,0.4837187231945756
LSM2,I,0.1607521629403159,0.0093712962391047
LSM2,II,-0.07890932437395315,0.07684570331232828
LSS,I,-0.1610244708883441,-0.1380972588352224
LSS,II,0.09440783356756755,0.16939898669256198
LTA4H,I,0.1254448588227294,0.0017272068895923809
LTA4H,II,0.01178512610359772,-0.07730064385358852
LTF,I,1.4961880027271597,-0.015249059160842019
LTF,II,0.21649222060881468,0.08744949140734662
LUM,I,0.09256827299078678,0.09229778384123154
LUM,II,0.26943166903620575,-0.09754775321616194
LYPLA1,I,-0.07484407432630188,0.11092376804268703
LYPLA1,II,-0.20979183264709178,-0.039758824038557794
LYPLAL1,I,-0.08985541546912021,0.1585391875698508
LYPLAL1,II,-0.009217190492764482,-0.0755071268593747
LYRM4,I,0.1164036924098643,-0.3008475498435548
LYRM4,II,0.2792556678209195,0.02552019776935784
LYRM7,I,-0.4106620980200414,-0.11291007759442231
LYRM7,II,-0.04718881358358207,-0.4448805753644656
LYZ,I,1.3845672296860931,0.3168202346885703
LYZ,II,0.017053746221474597,-0.04362876169052887
LZIC,I,0.6574063247937113,-0.5025760560015433
LZIC,II,-0.709066081413614,-0.31919812097994704
MACROD1,I,-0.19435085179568087,0.004078890278109635
MACROD1,II,-0.11757688223333784,-0.2103331447349294
MAGOH,I,0.3110721083410823,-0.2729194234145767
MAGOH,II,0.30955844042551384,0.035122542991105024
MAN2C1,I,0.11230975074131244,0.4551159424830992
MAN2C1,II,0.15212555886923118,-0.20242060291168967
MANF,I,0.20478251348954934,0.2582606379190633
MANF,II,-0.24072557670352523,0.2869433637879159
MAOB,I,-0.4235569118876728,-0.1418465060089863
MAOB,II,-0.16803839417180733,-0.3593748368132312
MAP1LC3B2,I,-0.14144788679062184,0.22116275008489886
MAP1LC3B2,II,0.05980935802376863,-0.03382810659526895
MAP2K1,I,0.3303568457643483,0.06195123708387867
MAP2K1,II,0.25859799066662026,0.09838634850423977
MAP2K2,I,-0.139883327345391,0.030813439372514913
MAP2K2,II,-0.23656354034184224,0.04959392739597002
MAP2K4,I,-0.1864032884337425,0.1330508698614232
MAP2K4,II,0.015493346902351712,0.003217851509732602
MAP2K6,I,-0.24912227543428425,-0.12231711011578711
MAP2K6,II,-0.1288778299515263,-0.25531644616564986
MAP4,I,0.058997349087622046,0.12903323271628467
MAP4,II,0.3269738925571155,0.20497205129229132
MAPK1,I,0.25373087196401606,0.19153581401523473
MAPK1,II,0.1657807412542387,0.05307690924396328
MAPK12,I,-0.2573536706897835,-0.12390643862248765
MAPK12,II,-0.14844429122861857,-0.2741407342264835
MAPK14,I,0.5782151612813491,0.03321094668879054
MAPK14,II,0.02944607615023398,-0.21705342994704843
MAPK1IP1L,I,0.1559035066915424,0.433075015804701
MAPK1IP1L,II,0.30697349045905953,0.048143875473473464
MAPK9,I,-0.2185083131370238,0.029446435376478064
MAPK9,II,-0.048453079122316875,-0.32608110930332157
MAPRE1,I,0.3708138296841178,0.14979644181801943
MAPRE1,II,0.281940856433853,0.13611098777943967
MAPRE2,I,-0.08554427185099124,0.06954564755866285
MAPRE2,II,-0.01395811027500149,0.09286714716281219
MAPRE3,I,0.2758891168689129,-0.12540152953583128
MAPRE3,II,-0.05895757271124206,0.08398579792314953
MAPT,I,0.0750957941460424,0.3162145087303599
MAPT,II,0.45883069982242297,0.5069629283613745
MARCKS,I,0.9809458178932194,-0.032635918645934105
MARCKS,II,0.7808907870621784,1.168584544076729
MARS,I,0.30294244983862384,0.30442376994732767
MARS,II,0.1860831261406346,0.31424213738991735
MAT2A,I,0.06192327102620965,0.006778919948215454
MAT2A,II,-0.03953291268823644,-0.19368210302842614
MAT2B,I,-0.17734506807459763,0.07369324388672077
MAT2B,II,-0.017940518968226682,-0.06667144401533909
MATR3,I,-0.20721805248100214,0.05759341347539941
MATR3,II,0.046870308100004365,0.07739179752583909
MAVS,I,-0.3257654704962066,-0.19541292350953995
MAVS,II,0.05029514345515618,-0.022545985343842823
MB,I,-0.3287637297866612,-0.012268041576881217
MB,II,-0.2511811525087122,-0.07710576013974386
MBNL1,I,0.09238035274311913,-0.019090613885970022
MBNL1,II,0.09145304103620333,-0.023137549605533565
MCCC1,I,-0.23223608381528343,-0.21780102613722732
MCCC1,II,-0.07528566258645042,-0.23114595404932733
MCCC2,I,-0.2424396249950327,-0.09764565192567035
MCCC2,II,0.14541439970638703,-0.25258434489389153
MCTS1,I,0.05026938783139429,-0.02406439659080247
MCTS1,II,0.056171457249854395,-0.00889945452616144
MCU,I,-0.13350965336283416,-0.3059876803905339
MCU,II,0.048864934886623246,-0.011877762328468044
MDH1,I,-0.3234163919773389,-0.1055676774252834
MDH1,II,-0.09019545322446021,-0.19851863435100192
MDH2,I,-0.37817485921696814,-0.060789017698231564
MDH2,II,-0.10435192105679159,-0.2771555500420737
ME1,I,-0.1566858875020876,0.026284757895118843
ME1,II,0.00927744334761349,-0.10023845828132123
ME2,I,0.07464042783871351,0.13940088144886487
ME2,II,0.2659056170081721,-0.030055401299209805
MECR,I,-0.2800479833818214,-0.1386720412002895
MECR,II,0.04050293003293737,-0.32570859394881396
MEMO1,I,0.17550926052042368,0.26587566188057465
MEMO1,II,0.2374546837550433,-0.04763032456636281
METTL7A,I,-0.034962694301123164,0.1441128872419201
METTL7A,II,-0.008578107740501384,-0.0835538647421381
MFAP4,I,0.6232834211136007,-0.3127912673648314
MFAP4,II,0.13809453555958204,-0.005927409285058231
MFN2,I,-0.19267686268337827,-0.15299268480352074
MFN2,II,0.44613637166059916,-0.11369906225485223
MGLL,I,-0.20525705500492877,-0.27010367307855326
MGLL,II,0.08253493302449089,0.03313278016833602
MGST3,I,-0.07451510761380982,-0.5723551341375747
MGST3,II,0.116065711408409,-0.41912442626615887
MIF,I,0.37211695840507325,0.0841966768226034
MIF,II,0.18858591691632665,6.049123003325126e-4
MINOS1,I,-0.4744372251955445,-0.21798362257723727
MINOS1,II,-0.2740265873833736,-0.18706435874465802
MLEC,I,-0.1346306155519526,0.15519770761128365
MLEC,II,0.23337302437060337,-0.14374120917993727
MLIP,I,-0.05297932297259246,0.15749884748907922
MLIP,II,0.22991719725570436,0.14840956256838314
MLYCD,I,-0.1248483000816061,0.08873974497707852
MLYCD,II,-0.047766889273035976,-0.024301833281764235
MMAB,I,0.03694413770185889,0.06547188465253385
MMAB,II,0.22005381412607328,-0.3188865781488029
MME,I,0.23571190447975404,0.1056572785811566
MME,II,0.21471384553408313,-0.09633544193593153
MMRN2,I,-0.20694198260715435,-0.001056920472274433
MMRN2,II,-0.05757474093251374,0.04269587519609619
MOCS2,I,-0.31913783953167546,0.13726576386519468
MOCS2,II,-0.004494880931802836,-0.11638877271593613
MP68,I,-0.5881708851306057,-0.05340199656456854
MP68,II,0.0676862421697606,-0.07734180434775799
MPC2,I,-0.33906621380935065,-0.12961131131411682
MPC2,II,0.057375690582229355,-0.26560573338475973
MPDU1,I,0.2912711298039432,0.4073286076300735
MPDU1,II,0.25108555466255955,0.16037594825890444
MPI,I,-0.1060158137889365,-0.07715809416647022
MPI,II,0.004262811576919434,0.012495438461116523
MPST,I,0.009570301470781877,-0.2885987323814651
MPST,II,-0.5003223755769555,-0.07106809292016318
MRPL12,I,-0.238140438355295,-0.09101392525848737
MRPL12,II,0.34758201152977053,-0.18758178884903653
MRPL13,I,-0.19307725534162046,-0.07810121437821863
MRPL13,II,-0.02914952659264079,-0.10489795999072901
MRPL15,I,-0.12219018731285251,-0.03877471846773107
MRPL15,II,-0.09809820958924612,-0.3070474720644931
MRPL17,I,-0.2397659722569642,0.15187043905883937
MRPL17,II,0.14536988570133533,-0.2907739541696516
MRPL19,I,-0.1696713492027173,0.062444985332332885
MRPL19,II,-0.10042079364864039,-0.14162241902581205
MRPL39,I,-0.12859596181444338,0.08065660923783824
MRPL39,II,-0.044434227366370704,-0.16146431665164007
MRPL4,I,-0.3848948952544369,-0.11415550963393209
MRPL4,II,-0.13833823894667763,-0.005068487660882168
MRPL44,I,-0.1504236129315148,-0.2571163410851357
MRPL44,II,0.0137469502097972,-0.07256503186869967
MRPL45,I,-0.3734661231207032,-0.04428285672669629
MRPL45,II,-0.08481500256341223,-0.2667506658900528
MRPL46,I,-0.21274509383737744,-0.07196090142581646
MRPL46,II,0.28354929096032966,-0.19348197338096376
MRPL49,I,-0.08221129102298745,-0.059436163807175785
MRPL49,II,-0.25259806722110567,0.2707543615824936
MRPS11,I,-0.01523155687846359,-0.11446395484672785
MRPS11,II,0.13395425487083612,-0.10903570941397984
MRPS17,I,0.07099893767904171,0.4345652962384652
MRPS17,II,-0.1656409766464467,-0.32628844064344437
MRPS22,I,-0.21148048231982663,-0.15881965525721606
MRPS22,II,0.2536785204245553,-0.2217190778441204
MRPS23,I,-0.40608458804225983,-0.009162078557551058
MRPS23,II,0.0013505345828246362,-0.13993471707815974
MRPS25,I,-0.06991663226478018,0.16156078391358483
MRPS25,II,0.1771517588143443,0.06542253825449802
MRPS27,I,-0.08122715267410362,-0.04963431107683688
MRPS27,II,-0.28456701929909656,-0.06809476968567833
MRPS30,I,0.07106313753826754,-0.4369782589721401
MRPS30,II,0.515701243848584,0.009453665966675592
MRPS35,I,-0.20521186590844717,-0.010218009820376094
MRPS35,II,-0.39951738059356173,0.04487545072663165
MRPS36,I,-0.20662234302883523,-0.24631636076195848
MRPS36,II,-0.23860020824367734,-0.14649080941085155
MRPS7,I,-0.229256833219145,-0.08084529298387115
MRPS7,II,-3.01754457304071e-5,-0.2924207797248357
MRRF,I,-0.1922744968171019,0.022747173475721638
MRRF,II,0.04531033673689522,-0.11825258755996192
MSI2,I,-0.007125215241120182,-0.059393996377276506
MSI2,II,0.14464840832166703,0.08607279039236977
MSN,I,0.4792442687531072,0.07977015822067147
MSN,II,0.34102542748104625,0.2095841406875468
MSRB2,I,-0.0963191666950183,-0.08744049441392754
MSRB2,II,0.16820174783168174,-0.341161078311585
MSRB3,I,0.01209174365539889,0.06382639449146427
MSRB3,II,-0.14610073986289684,-0.19381284564013077
MT-ATP6,I,-0.16745592138552695,-0.013166833031836479
MT-ATP6,II,-0.012057721613788708,-0.2603758807165395
MT-ATP8,I,-0.20689757236351955,-0.07806086782322771
MT-ATP8,II,0.002804431977806665,-0.21232832733821727
MT-CO2,I,-0.38723514279516535,-0.11265379627492159
MT-CO2,II,-0.191431683649967,-0.2568089746667628
MT-ND2,I,-0.404225130196957,-0.1657900513361028
MT-ND2,II,-0.03907507372549901,-0.3055550041601691
MTAP,I,0.0017212803522289124,-0.03262421799648248
MTAP,II,0.22151189813435268,-0.026083432891879383
MTCH2,I,-0.10675429927734241,-0.25428138772048486
MTCH2,II,-0.13370644607727455,-0.25461910775922786
MTHFD1,I,-0.1218084310765032,0.14890556789029682
MTHFD1,II,0.07102774035619408,-0.03104913165325307
MTPN,I,0.15930445214325215,0.012758467138340005
MTPN,II,0.09779796977386823,0.012484374155874445
MTR,I,-0.028134030465486327,-0.11017738756368807
MTR,II,-0.5970109950198652,0.36050552922261414
MTX1,I,-0.2323576780503441,-0.06225507036992157
MTX1,II,0.0070380645233127925,-0.10575563286698027
MTX2,I,-0.3520943042846308,0.06760755559859546
MTX2,II,-0.15684961291026123,-0.12209608305192132
MURC,I,-0.05711634954161176,0.17198754634411656
MURC,II,0.14597096548463218,0.18078840268067534
MUSTN1,I,0.8800983897247454,0.026194026107164294
MUSTN1,II,1.2446165464147432,-0.05570319767717432
MUT,I,-0.284485340740854,-0.04422456390796643
MUT,II,0.016480846010402672,-0.13099404017111796
MVP,I,0.4911898579926091,0.4047733604647187
MVP,II,0.6548234211549369,0.47833490025811026
MYBPC1,I,-0.17035469902443826,-0.1518682969724829
MYBPC1,II,-0.14662228546665856,-0.265507908229386
MYBPC2,I,-0.12123441639213464,0.3352215591253597
MYBPC2,II,-0.2045395576760325,0.10776620750887715
MYBPH,I,1.2244963429232052,0.34257928215999367
MYBPH,II,1.953617301887246,0.6103564733612687
MYCBP,I,0.06852829135167156,0.10744288242424282
MYCBP,II,0.1321352151800248,-0.3347059081999693
MYH1,I,-0.6207055303844948,-0.08577156013458083
MYH1,II,0.5444163796384371,-0.3009701724165457
MYH11,I,-0.06485597727294667,-0.011860983048750384
MYH11,II,-0.8454147329683105,-0.019642698218634774
MYH13,I,0.2867293169714564,-0.07204804293168543
MYH13,II,0.24162757986321326,0.3570873372811998
MYH14,I,0.020172613017364886,-0.03818762770843848
MYH14,II,0.03898020566622029,0.34927692604366056
MYH2,I,-0.07871789792969126,0.332935357313079
MYH2,II,-0.42296675374904025,-0.13372941294409588
MYH3,I,0.4005898633759252,-0.19943038225401957
MYH3,II,1.4526143336426365,0.15335601705199484
MYH4,I,0.4173057197662392,-0.8070669001410959
MYH4,II,1.1785582915642288,-0.8988749467641886
MYH6,I,-0.09215274443403995,-0.17772737474317124
MYH6,II,2.379240318624674,0.014291067794119558
MYH7,I,-0.08384938674142159,-0.2318236662446949
MYH7,II,0.22323979487163914,0.07494315211609888
MYH8,I,-0.5199346012913733,-0.045234741541111845
MYH8,II,-0.35802128064099453,0.11058308082948046
MYH9,I,0.5950370260557634,0.07720774348058185
MYH9,II,0.31375921616118263,0.3261949764672834
MYL1,I,0.09895005153878092,-0.08892872518683959
MYL1,II,-0.17469760907106746,-0.13102794770212492
MYL12B,I,0.17854981663307307,0.20662126449262613
MYL12B,II,0.21555375738948013,0.22066224201076023
MYL2,I,-0.19087495183476935,-0.06294062376326902
MYL2,II,1.6799635757468407,0.32906628752527184
MYL3,I,-0.3238373799126276,-0.041561556612072684
MYL3,II,1.2815087841632946,-0.3584950944272256
MYL4,I,-0.34365591408460944,-0.6393827153714821
MYL4,II,-0.027550953585041116,-0.11556771231832519
MYL6,I,0.936411896894492,0.031605655527483054
MYL6,II,0.07429974073404555,0.3589244589008061
MYL6B,I,0.1881831571645023,-0.4991517455522937
MYL6B,II,0.6684158905496804,-0.08952586259378685
MYLK2,I,-0.4701463888788001,0.05530317484413949
MYLK2,II,-0.49210904136473155,0.24047449516075106
MYLK3,I,-0.009383858214673543,-0.3241506871395086
MYLK3,II,NA,NA
MYLPF,I,-0.011128788279656274,0.2920944486596172
MYLPF,II,-0.2176178858560589,-0.11700333595425179
MYO18A,I,0.11849571787468705,0.13992111361856938
MYO18A,II,-0.23900546245978177,-0.05506615569901285
MYO1C,I,-0.17883949747243452,-0.038627566228141674
MYO1C,II,0.005424920273087608,0.2902278262526596
MYOM1,I,-0.1725098095390177,-0.14262652475199097
MYOM1,II,-0.15983142797039118,-0.09428251167223738
MYOM2,I,-0.1578264876571,-0.12827333712814892
MYOM2,II,-0.16489140261536273,-0.147701667337639
MYOM3,I,-0.10232310531937472,-0.1454947701639418
MYOM3,II,0.5480831417358427,-0.08132878582499685
MYOT,I,-0.13877078227708953,-0.17658477924717803
MYOT,II,0.07753877809613341,-0.34735375852908934
MYOZ1,I,-0.26754539298629254,-0.020699680362824324
MYOZ1,II,-0.09106421180524071,-0.17122206816510074
MYOZ2,I,-0.04975312857410711,0.019918554977061503
MYOZ2,II,0.6628619253754152,-0.38909308748812127
MYOZ3,I,-0.24762559153737307,-0.05002387549307841
MYOZ3,II,-0.17419357552668835,-0.3800600171570195
MYPN,I,-0.06078977889836271,0.09296937894529751
MYPN,II,0.2301671375179557,0.21319172822708868
NAA50,I,-0.15971819272169974,0.16670323270011644
NAA50,II,0.2603959825456854,0.031004384729512797
NACA,I,-0.18499774535087227,0.09256475101863337
NACA,II,0.1710993916845811,0.14071114303314122
NADK2,I,-0.17454646147223737,-0.02315263061598749
NADK2,II,0.38793082624331676,-0.2856745370093197
NAE1,I,-0.07750056895761961,-0.05571246411448527
NAE1,II,0.0635874693838625,-0.07027872209161441
NAGK,I,0.2702325007336519,-0.06463226956175233
NAGK,II,0.05291154433835343,0.1392660049545147
NAMPT,I,0.7616794668302924,-0.07503482071273873
NAMPT,II,0.27099045381142317,-0.0973208399274396
NANS,I,0.42499870545979107,0.23637275561783488
NANS,II,0.265341288682863,0.03870897113198275
NAP1L1,I,0.002829005702576889,0.17414364651664632
NAP1L1,II,0.37395814147394013,0.10020132550869858
NAP1L4,I,-0.026636092971817047,0.0012395830044785983
NAP1L4,II,0.11266992090313321,-0.04987992168801103
NAPA,I,0.05896546843019073,0.05151202310075835
NAPA,II,0.18907557025850585,0.15956773680592887
NAPG,I,0.12299128342548851,0.10219028440771538
NAPG,II,-0.13405115062873185,0.057209777904752755
NAPRT,I,-0.3295562443867094,0.06498066298041523
NAPRT,II,-0.16399355615369426,-0.2378480312112119
NARS,I,0.08612814580935131,0.11600660490304808
NARS,II,0.2659322460248368,0.18434771794454705
NCK2,I,0.027776433182606346,0.13456137926131922
NCK2,II,0.1483254177487927,0.010133561864321461
NCL,I,0.25619726248952873,0.12451909597151073
NCL,II,0.01902191937308073,-0.0021571179508640035
NDRG1,I,0.8354869292108951,-0.4845112699395383
NDRG1,II,-0.2602635979796295,0.1644662273850317
NDRG2,I,0.033060717925570415,0.089137915122399
NDRG2,II,-0.028171883870864667,-0.10411592971194583
NDUFA10,I,-0.3054968869956,-0.21789701329381636
NDUFA10,II,-0.11780743182005171,-0.240926552040301
NDUFA11,I,-0.527115040533541,-0.05966306788136185
NDUFA11,II,0.3762185847877142,-0.040200935953341364
NDUFA12,I,-0.4079634081182922,-0.10388638661958566
NDUFA12,II,-0.053926123669862935,-0.1929405662462885
NDUFA13,I,-0.36802505615991776,-0.06888963029003406
NDUFA13,II,-0.12843789799471383,-0.2967165670611919
NDUFA2,I,-0.42385632788924354,-0.041610201931797056
NDUFA2,II,-0.19644154260997726,-0.18888400729208188
NDUFA3,I,-0.4545750597402609,-0.047869472142162334
NDUFA3,II,-0.15551737592255982,-0.27008473795435073
NDUFA4,I,-0.5249427582224183,0.05362454122998928
NDUFA4,II,-0.060757672073715074,-0.20943644247441418
NDUFA5,I,-0.3057238719007514,-0.21488258513066436
NDUFA5,II,-0.1071191810867409,-0.2549039870777909
NDUFA6,I,-0.46903481845118833,-0.14541188398757823
NDUFA6,II,-0.07977537515416588,-0.22052758511365886
NDUFA7,I,-0.28281685700573383,-0.10234013923256163
NDUFA7,II,-0.051353174186077766,-0.2823886358781366
NDUFA8,I,-0.3757995722354366,-0.29352983580546305
NDUFA8,II,-0.19655900118518765,-0.2847216045317887
NDUFA9,I,-0.2698692671373585,-0.12224861211309072
NDUFA9,II,-0.15826838549196265,-0.22582548343098482
NDUFAB1,I,-0.31345995019476447,-0.15825624347901104
NDUFAB1,II,-0.12199399974155622,-0.28299131247790027
NDUFAF2,I,-0.41907213380625635,0.054138991769069555
NDUFAF2,II,0.09828595849138955,0.15858687632831212
NDUFAF3,I,0.18755842135511624,-0.07701170011450668
NDUFAF3,II,0.18864748617724647,-0.31380218921819836
NDUFAF4,I,-0.07963026029896193,-0.2095580792762746
NDUFAF4,II,0.03693507449828231,-0.21703477247465544
NDUFAF5,I,-0.14861661494860762,-0.21483183748673548
NDUFAF5,II,-0.11006367275211293,-0.4619607658310173
NDUFAF6,I,-0.21767087548143346,-0.15322008252847721
NDUFAF6,II,-0.006930958675461341,-0.23888100505354246
NDUFB1,I,-0.42435972043455145,0.06764287206211264
NDUFB1,II,-0.17604199624090544,-0.22500662073643593
NDUFB10,I,-0.2730621103846761,-0.013401097212750393
NDUFB10,II,-0.1706685954577063,-0.2304025913224413
NDUFB11,I,-0.35447190268364004,-0.0816205912451641
NDUFB11,II,-0.06446369504573513,-0.20779594707602791
NDUFB3,I,-0.4122311389212519,-0.20042650236326887
NDUFB3,II,-0.18888325236981762,-0.28592981619753166
NDUFB4,I,-0.4993746141147213,-0.022776199486193933
NDUFB4,II,-0.1428033539158995,-0.15482432585800496
NDUFB5,I,-0.43194948223920626,-0.08321500985670702
NDUFB5,II,-0.21158235163862482,-0.19648426556087792
NDUFB6,I,-0.2895667924606912,-0.21651192554505996
NDUFB6,II,-0.12990894092397842,-0.1665321616504419
NDUFB7,I,-0.2615463172078241,-0.31270396436009934
NDUFB7,II,-0.0410261986491578,-0.26271763929178177
NDUFB8,I,-0.3966028813421154,-0.10793701751644669
NDUFB8,II,-0.27921625481080037,-0.3280268666710057
NDUFB9,I,-0.33413785093145776,-0.2831019449244121
NDUFB9,II,-0.17946566591067636,-0.3404714086813187
NDUFC1,I,-0.49070225335935064,-0.11134336681098393
NDUFC1,II,-0.14462132509849956,-0.21519765527459225
NDUFC2,I,-0.3996263773274854,-0.1714267695667283
NDUFC2,II,-0.12975730390829776,-0.08820510135968733
NDUFS1,I,-0.39746633713176394,-0.10310609005473709
NDUFS1,II,-0.16541370886425621,-0.28398365353071736
NDUFS2,I,-0.3142939006239196,-0.15195286245312792
NDUFS2,II,-0.033233466589583704,-0.2813836112173032
NDUFS3,I,-0.3456323543723787,-0.1287240389171208
NDUFS3,II,-0.1373030599175722,-0.2688918112858829
NDUFS4,I,-0.3793752085092044,-0.23294516213791241
NDUFS4,II,-0.18536914876044075,-0.2359488937408177
NDUFS5,I,-0.338842062050196,-0.19106503845319472
NDUFS5,II,-0.15004038922727525,-0.2787424903089595
NDUFS6,I,-0.22578041625378883,-0.20359067416397963
NDUFS6,II,-0.08645936002696408,-0.403236081421469
NDUFS7,I,-0.3913372617655581,-0.022537762456806557
NDUFS7,II,-0.004851928269465899,-0.22717849204184434
NDUFS8,I,-0.3179505112228916,-0.1694612572906791
NDUFS8,II,-0.15738741979978355,-0.1212939052231546
NDUFV1,I,-0.414099507907455,-0.11004933023013527
NDUFV1,II,-0.09230830371155307,-0.2881501491223532
NDUFV2,I,-0.38322104718815403,-0.1237326650704109
NDUFV2,II,-0.1765095780126642,-0.3171393208695951
NDUFV3,I,-0.18851125928624818,-0.1419224827819661
NDUFV3,II,-0.2688655225134413,-0.42159494922522506
NEB,I,-0.05922420803395718,-0.1469483475086682
NEB,II,-0.5163558409221416,-0.11793031214037371
NEDD4,I,0.23704636951832883,1.161828398437871
NEDD4,II,-0.4904187524785549,-0.1362151152028905
NEDD8,I,-0.16105284921672056,-0.005838701566178683
NEDD8,II,0.13704192864315679,-0.05328465464816127
NEK7,I,-0.32527783886528894,0.17633863074454992
NEK7,II,0.011594891038593236,0.020667695939117287
NEK9,I,0.004430796588544997,0.10985219196216903
NEK9,II,0.34159003164732127,0.1861488145034107
NES,I,0.405463728199251,0.32970598396813244
NES,II,1.2233416751564425,0.7569342192093759
NEXN,I,0.10815281910928119,0.14060230022853754
NEXN,II,0.566224895906271,0.06353189559918097
NFS1,I,0.1594796257116764,-0.13007647621994312
NFS1,II,0.3345806481798166,-0.34914821711267957
NFU1,I,-0.2132615813226482,-0.17915020784431002
NFU1,II,-0.025437814464752462,-0.2694920166548192
NGLY1,I,-0.1207053717655775,-0.09391134354551024
NGLY1,II,-0.3773086720995448,-0.01094442185292342
NHLRC2,I,0.16725279824092912,0.1597139720168726
NHLRC2,II,0.27417693832288137,0.11576342277891823
NID1,I,-0.10038784953905124,-0.024911488003523274
NID1,II,-0.012019360026790604,-0.011739854007131179
NID2,I,-0.08089332095694982,0.14721913613322357
NID2,II,0.18153188484717786,-0.02902145279304073
NIF3L1,I,-0.1908270787102117,0.01732394444497965
NIF3L1,II,-0.015879345511468967,-0.1612018758637602
NIPSNAP3A,I,0.5951474517412532,-0.0016063225347011858
NIPSNAP3A,II,0.2971544199070963,0.09393588935440267
NIPSNAP3B,I,-0.34568886034386054,-0.2328911691508656
NIPSNAP3B,II,-0.19133250463185125,-0.23903097409833896
NIT1,I,-0.09313162731748673,0.03135675230237553
NIT1,II,0.06700890509845436,0.009674194234926622
NIT2,I,-0.0299725972538771,-0.07280918688170547
NIT2,II,3.906053866991055e-4,0.021938694150743714
NLN,I,-0.01939816300707875,0.20173672249496447
NLN,II,0.0775434731412108,0.15316412238789182
NLRX1,I,-0.23136392209472487,-0.008606949874571335
NLRX1,II,-0.2553935919685748,-0.09948447842958934
NME1,I,0.13822282587900908,0.09795764753362644
NME1,II,0.15688316155228033,0.2251744463031248
NME2,I,0.08823962383140962,0.015269488125976402
NME2,II,0.11375786225528506,0.0942259853137631
NNT,I,-0.22608121476891668,-0.24912784242598748
NNT,II,-0.2154168215758938,-0.2625558133331756
NOL3,I,-0.09229780696295263,0.043052498507145
NOL3,II,-0.10007076350533128,-0.07271816177284689
NOMO3,I,-0.06826890840871584,0.34649645179676725
NOMO3,II,0.00650672168890587,0.27808514814561525
NOS1,I,-0.5033310781775775,0.2453879460886438
NOS1,II,0.09585668965938154,-0.2457762753048877
NPEPL1,I,-0.17381773098657735,-0.05534606788758668
NPEPL1,II,0.3244367574612874,0.17544089993867
NPEPPS,I,-0.14227426901725795,0.13820495033085647
NPEPPS,II,-0.07920199285576301,-0.009474455686765046
NPLOC4,I,-0.14819392062544345,0.03511448466799704
NPLOC4,II,0.0020065742286903276,0.16443032828437185
NPM1,I,0.33746049264027356,0.12075598715809613
NPM1,II,-0.09539141011602825,0.10053151970122871
NQO2,I,-0.1770308219963714,-0.08247197083538961
NQO2,II,-0.09601675123324194,-0.010470252085146736
NRAP,I,0.14857804654741485,-0.07671963697851449
NRAP,II,0.7727197423963355,1.9427386846245415e-4
NRBP1,I,-0.04859745100752809,-0.0767189650352855
NRBP1,II,0.009983454548892157,0.1930231578104061
NRD1,I,0.16698498832020597,0.018515588514903477
NRD1,II,0.2823685649583343,-0.14484717755142817
NSF,I,0.19332187090143677,0.2411078555751726
NSF,II,0.09764898915169762,0.28613518281980904
NSFL1C,I,-0.049752206337533265,0.09579048211830983
NSFL1C,II,-0.016657668246065294,0.10754580161348921
NSUN2,I,-0.02432527007683083,-0.14053773130543337
NSUN2,II,-0.1150190157728715,0.1039508057939913
NT5C,I,-0.02519812031480357,-0.05967862609265021
NT5C,II,-0.3373811299573851,-0.2687190758162517
NT5C1A,I,-0.29678225903649064,0.17366820225758473
NT5C1A,II,0.008602264846155006,-0.4467257343287418
NT5C3A,I,-0.24182144124213728,-0.03496813602805423
NT5C3A,II,-0.04708306216164049,-0.08213937270554439
NT5DC1,I,0.14756343225959986,-0.0698251960644777
NT5DC1,II,0.03617843428365286,0.07461296136555634
NTMT1,I,-0.04212231639092907,0.08994043221904655
NTMT1,II,0.37305457667147235,-0.010003224313323678
NUCB1,I,0.3560507464506915,0.0019226009782968845
