protein,sample,abundance,intervention,fiber_type
MYH6,s_64,0.11947085771913885,terbutaline,II
MYH6,s_63,5.555031514665805,terbutaline,I
MYH6,s_62,0.17303837892474094,terbutaline,II
MYH6,s_19,6.426792114694142,resistance,I
MYH6,s_66,0.17268978135673424,terbutaline,II
MYH6,s_31,6.643615305270072,resistance,I
MYH6,s_22,0.7392242621200629,resistance,II
MYH6,s_65,6.383656869565993,terbutaline,I
MYH6,s_53,6.336613351752372,terbutaline,I
MYH6,s_17,8.204193341793117,resistance,I
MYH6,s_75,7.443886785272171,terbutaline,I
MYH6,s_61,5.649839292124804,terbutaline,I
MYH6,s_18,0.2889223348452948,resistance,II
MYH6,s_69,6.941322260765058,terbutaline,I
MYH6,s_9,8.027479070718059,resistance,I
MYH6,s_92,0.4396938596540424,terbutaline,II
MYH6,s_54,0.09997698428201265,terbutaline,II
MYH6,s_29,7.569510919479944,resistance,I
MYH6,s_30,0.08695555134499319,resistance,II
MYH6,s_57,6.467980056758018,terbutaline,I
MYH6,s_10,0.2639562111870861,resistance,II
MYH6,s_60,0.06840735218311754,terbutaline,II
MYH6,s_33,7.158102980275957,resistance,I
MYH6,s_67,6.950709143199046,terbutaline,I
MYH6,s_59,6.364355801972144,terbutaline,I
MYH6,s_20,1.8059805965654103,resistance,II
MYH6,s_51,6.832484935661111,terbutaline,I
MYH6,s_68,0.6728482891566979,terbutaline,II
MYH6,s_21,8.608004571518464,resistance,I
MYH6,s_37,8.628119152606683,resistance,I
MYH6,s_55,6.920164826961403,terbutaline,I
MYH6,s_28,0.766868049585276,resistance,II
MYH6,s_72,0.24067325254559266,terbutaline,II
MYH6,s_58,0.5089601877211551,terbutaline,II
MYH6,s_16,3.1484987881419317,resistance,II
MYH6,s_74,0.4179165901012149,terbutaline,II
MYH6,s_82,0.17590315930664596,terbutaline,II
MYH6,s_76,0.08651844393817351,terbutaline,II
MYH6,s_36,0.7029080226110688,resistance,II
MYH6,s_79,7.151047375504375,terbutaline,I
MYH6,s_39,6.7835790900801705,resistance,I
MYH6,s_90,0.3731067660645359,terbutaline,II
MYH6,s_89,6.0038333313237535,terbutaline,I
MYH6,s_40,0.8846514703075083,resistance,II
MYH6,s_11,9.366245157041577,resistance,I
MYH6,s_56,0.12091538067772435,terbutaline,II
MYH6,s_73,7.525410638074502,terbutaline,I
MYH6,s_32,0.4064370986465589,resistance,II
MYH6,s_43,5.757662573974051,terbutaline,I
MYH6,s_81,8.343607660491509,terbutaline,I
MYH6,s_44,0.09841522398788918,terbutaline,II
MYH6,s_35,7.002897379508584,resistance,I
MYH6,s_78,0.12389113340080245,terbutaline,II
MYH6,s_91,12.138422290674194,terbutaline,I
MYH6,s_49,5.632307936443668,terbutaline,I
MYH6,s_88,1.1833529520746537,terbutaline,II
MYH6,s_80,0.496381280290821,terbutaline,II
MYH6,s_27,6.843573930215287,resistance,I
MYH6,s_71,6.335038204171811,terbutaline,I
MYH6,s_12,0.7274445986424782,resistance,II
MYH6,s_14,0.6756804847072887,resistance,II
MYH6,s_42,0.0991198680817755,terbutaline,II
MYH6,s_47,6.883971453753371,terbutaline,I
MYH6,s_48,1.0671497812879804,terbutaline,II
MYH6,s_34,0.11793373363465592,resistance,II
MYH6,s_77,6.782119403612659,terbutaline,I
MYH6,s_23,7.4288640188614545,resistance,I
MYH6,s_70,0.6490126484725474,terbutaline,II
MYH6,s_87,7.475887637987517,terbutaline,I
MYH6,s_25,8.56505191295804,resistance,I
MYH6,s_46,0.18773107325040947,terbutaline,II
MYH6,s_85,5.8027613153339805,terbutaline,I
MYH6,s_26,0.08491854684574346,resistance,II
MYH6,s_83,6.271181389206264,terbutaline,I
MYH6,s_41,7.41846706615633,terbutaline,I
MYH6,s_45,6.365482288138101,terbutaline,I
MYH6,s_86,0.6943450535946695,terbutaline,II
MYH6,s_24,NA,resistance,II
MYH6,s_38,0.0981515056898517,resistance,II
MYH6,s_84,0.30078993600880066,terbutaline,II
MYH7,s_63,47.73479992358902,terbutaline,I
MYH7,s_64,9.393361967909069,terbutaline,II
MYH7,s_10,6.014976279284737,resistance,II
MYH7,s_19,56.28802967114276,resistance,I
MYH7,s_61,48.64252851495284,terbutaline,I
MYH7,s_53,46.616730661139194,terbutaline,I
MYH7,s_51,50.397898813937424,terbutaline,I
MYH7,s_36,8.973722706643551,resistance,II
MYH7,s_18,8.70126328040247,resistance,II
MYH7,s_60,12.652187212218069,terbutaline,II
MYH7,s_62,12.658085443274189,terbutaline,II
MYH7,s_17,62.75894465049504,resistance,I
MYH7,s_20,23.846334437772,resistance,II
MYH7,s_9,60.17994883564361,resistance,I
MYH7,s_66,6.258289044012014,terbutaline,II
MYH7,s_22,10.282457344657132,resistance,II
MYH7,s_32,7.278714783251947,resistance,II
MYH7,s_11,60.50911024012474,resistance,I
MYH7,s_73,52.14822779412237,terbutaline,I
MYH7,s_74,6.697469288411287,terbutaline,II
MYH7,s_16,26.722498984265446,resistance,II
MYH7,s_76,8.571608781986322,terbutaline,II
MYH7,s_55,52.8409732117358,terbutaline,I
MYH7,s_77,50.25808469724199,terbutaline,I
MYH7,s_21,63.41326843883442,resistance,I
MYH7,s_84,6.95497971162507,terbutaline,II
MYH7,s_81,59.6145677331399,terbutaline,I
MYH7,s_49,47.81036561871344,terbutaline,I
MYH7,s_31,45.80931968841484,resistance,I
MYH7,s_48,11.528749708029963,terbutaline,II
MYH7,s_67,50.86058797874089,terbutaline,I
MYH7,s_12,9.484261047887207,resistance,II
MYH7,s_14,10.34561991608983,resistance,II
MYH7,s_26,8.179051560010654,resistance,II
MYH7,s_59,48.89374893731713,terbutaline,I
MYH7,s_85,49.58740274885932,terbutaline,I
MYH7,s_57,47.671908036411736,terbutaline,I
MYH7,s_27,52.710570320731875,resistance,I
MYH7,s_83,50.16135711648831,terbutaline,I
MYH7,s_82,5.921715311415625,terbutaline,II
MYH7,s_65,46.60221491000664,terbutaline,I
MYH7,s_92,7.234043875425093,terbutaline,II
MYH7,s_47,48.23476990288428,terbutaline,I
MYH7,s_33,51.32832447958461,resistance,I
MYH7,s_37,54.07676540341073,resistance,I
MYH7,s_72,6.157872063430965,terbutaline,II
MYH7,s_58,7.697057941549408,terbutaline,II
MYH7,s_75,51.4436925861012,terbutaline,I
MYH7,s_25,58.68312806385192,resistance,I
MYH7,s_41,51.905672747660894,terbutaline,I
MYH7,s_86,9.672076843192333,terbutaline,II
MYH7,s_28,9.01815522948513,resistance,II
MYH7,s_78,8.686402521272042,terbutaline,II
MYH7,s_80,9.55277302128847,terbutaline,II
MYH7,s_30,8.881772281520197,resistance,II
MYH7,s_44,7.683012151281527,terbutaline,II
MYH7,s_46,6.84960279760278,terbutaline,II
MYH7,s_39,50.13696990924304,resistance,I
MYH7,s_54,5.6627525352270105,terbutaline,II
MYH7,s_71,46.09559370105395,terbutaline,I
MYH7,s_56,6.2401787694396305,terbutaline,II
MYH7,s_88,13.804227950064346,terbutaline,II
MYH7,s_79,48.31748101873814,terbutaline,I
MYH7,s_40,9.755240228554507,resistance,II
MYH7,s_69,45.64884926338114,terbutaline,I
MYH7,s_45,47.07463431665814,terbutaline,I
MYH7,s_87,51.98747477734975,terbutaline,I
MYH7,s_91,61.410448285961074,terbutaline,I
MYH7,s_90,9.25332511564814,terbutaline,II
MYH7,s_70,8.798161108491492,terbutaline,II
MYH7,s_24,10.996954417166268,resistance,II
MYH7,s_68,10.65929202759153,terbutaline,II
MYH7,s_34,13.373346242262679,resistance,II
MYH7,s_38,7.884753833872946,resistance,II
MYH7,s_23,55.93310011059056,resistance,I
MYH7,s_29,63.05010111756546,resistance,I
MYH7,s_89,49.891191268891205,terbutaline,I
MYH7,s_43,49.75991894262947,terbutaline,I
MYH7,s_35,47.242494237952265,resistance,I
MYH7,s_42,8.851462550593471,terbutaline,II
MYH8,s_25,NA,resistance,I
MYH8,s_26,0.09164526016766229,resistance,II
MYH8,s_27,0.029345958863770078,resistance,I
MYH8,s_22,0.15487471116405163,resistance,II
MYH8,s_11,NA,resistance,I
MYH8,s_54,0.13409878084850996,terbutaline,II
MYH8,s_23,0.05143199255646783,resistance,I
MYH8,s_73,0.0248542395949744,terbutaline,I
MYH8,s_61,NA,terbutaline,I
MYH8,s_21,NA,resistance,I
MYH8,s_53,0.09766305384494602,terbutaline,I
MYH8,s_32,0.10698080371472002,resistance,II
MYH8,s_31,NA,resistance,I
MYH8,s_10,0.08890994004901692,resistance,II
MYH8,s_60,0.10532663263822448,terbutaline,II
MYH8,s_33,0.09150793252145503,resistance,I
MYH8,s_48,NA,terbutaline,II
MYH8,s_24,0.08191783914691501,resistance,II
MYH8,s_28,0.1305857972871417,resistance,II
MYH8,s_51,0.1388583473123123,terbutaline,I
MYH8,s_18,0.06201094850019073,resistance,II
MYH8,s_62,0.12414686564977144,terbutaline,II
MYH8,s_20,0.059674092043375614,resistance,II
MYH8,s_59,0.0798713568492831,terbutaline,I
MYH8,s_80,0.042502706010819236,terbutaline,II
MYH8,s_17,0.08491438918295552,resistance,I
MYH8,s_9,0.07763704659373961,resistance,I
MYH8,s_49,0.17448281731348536,terbutaline,I
MYH8,s_72,0.18504819414374662,terbutaline,II
MYH8,s_91,NA,terbutaline,I
MYH8,s_92,0.2661457498290366,terbutaline,II
MYH8,s_12,0.1536312496271176,resistance,II
MYH8,s_29,0.11748890843790805,resistance,I
MYH8,s_30,0.1738949007736191,resistance,II
MYH8,s_66,0.12517573014297886,terbutaline,II
MYH8,s_19,0.05778269910118101,resistance,I
MYH8,s_38,0.12646585428921805,resistance,II
MYH8,s_78,0.07074208696165438,terbutaline,II
MYH8,s_68,0.10564971065193758,terbutaline,II
MYH8,s_34,0.13926593767426215,resistance,II
MYH8,s_36,NA,resistance,II
MYH8,s_47,0.05441038180708013,terbutaline,I
MYH8,s_90,0.11527134737750706,terbutaline,II
MYH8,s_45,0.07273223501625886,terbutaline,I
MYH8,s_74,NA,terbutaline,II
MYH8,s_14,0.07579157705527163,resistance,II
MYH8,s_65,0.0817761242132675,terbutaline,I
MYH8,s_16,0.0566178569620122,resistance,II
MYH8,s_67,0.06921117607981972,terbutaline,I
MYH8,s_37,NA,resistance,I
MYH8,s_71,NA,terbutaline,I
MYH8,s_39,0.051407644059546176,resistance,I
MYH8,s_40,NA,resistance,II
MYH8,s_35,NA,resistance,I
MYH8,s_55,0.11772844822661266,terbutaline,I
MYH8,s_43,0.0926637525308948,terbutaline,I
MYH8,s_44,0.14015451644610524,terbutaline,II
MYH8,s_46,NA,terbutaline,II
MYH8,s_69,NA,terbutaline,I
MYH8,s_56,0.14130839935921552,terbutaline,II
MYH8,s_64,0.16192259975647952,terbutaline,II
MYH8,s_58,0.15092166291104603,terbutaline,II
MYH8,s_89,0.0797361318550795,terbutaline,I
MYH8,s_70,0.09451151664815781,terbutaline,II
MYH8,s_79,NA,terbutaline,I
MYH8,s_87,0.10368388545716417,terbutaline,I
MYH8,s_57,0.09307338152090312,terbutaline,I
MYH8,s_84,0.1575834190307328,terbutaline,II
MYH8,s_86,0.15596695398620583,terbutaline,II
MYH8,s_77,0.061977394553255176,terbutaline,I
MYH8,s_82,0.08930603535341354,terbutaline,II
MYH8,s_41,NA,terbutaline,I
MYH8,s_63,0.11944438922599175,terbutaline,I
MYH8,s_75,NA,terbutaline,I
MYH8,s_88,0.10503213618691988,terbutaline,II
MYH8,s_42,0.12074638826497397,terbutaline,II
MYH8,s_85,0.021143930071597858,terbutaline,I
MYH8,s_76,0.10629568272694473,terbutaline,II
MYH8,s_81,NA,terbutaline,I
MYH8,s_83,0.03998196466278327,terbutaline,I
MYH9,s_70,0.30220565193567434,terbutaline,II
MYH9,s_69,0.2451990139336467,terbutaline,I
MYH9,s_71,0.20874108866413799,terbutaline,I
MYH9,s_21,0.29807904589049355,resistance,I
MYH9,s_67,0.15863186405095853,terbutaline,I
MYH9,s_23,0.3285096035955397,resistance,I
MYH9,s_36,0.3420036546992111,resistance,II
MYH9,s_39,0.4683905161156285,resistance,I
MYH9,s_68,0.8003400767190111,terbutaline,II
MYH9,s_58,0.30308015942422334,terbutaline,II
MYH9,s_22,0.19474319840500193,resistance,II
MYH9,s_20,0.7613409953036218,resistance,II
MYH9,s_73,0.28570092296580557,terbutaline,I
MYH9,s_65,0.1474063197282224,terbutaline,I
MYH9,s_24,0.4352024687251551,resistance,II
MYH9,s_11,1.5468452644976602,resistance,I
MYH9,s_38,0.47462615431164684,resistance,II
MYH9,s_84,0.4133097533912366,terbutaline,II
MYH9,s_26,0.32965363634920075,resistance,II
MYH9,s_12,0.450823986245389,resistance,II
MYH9,s_37,0.28403881636268213,resistance,I
MYH9,s_60,0.2847836454915737,terbutaline,II
MYH9,s_78,0.38579697140137964,terbutaline,II
MYH9,s_66,0.22930051118325612,terbutaline,II
MYH9,s_63,0.15603637878531196,terbutaline,I
MYH9,s_19,0.34396998177462174,resistance,I
MYH9,s_72,0.3287963469185598,terbutaline,II
MYH9,s_44,0.2888678195115684,terbutaline,II
MYH9,s_10,0.160163189160669,resistance,II
MYH9,s_9,0.18984070961702273,resistance,I
MYH9,s_83,0.2603142681186571,terbutaline,I
MYH9,s_92,0.5982170785962053,terbutaline,II
MYH9,s_27,0.26739205063803234,resistance,I
MYH9,s_33,0.3030232653324393,resistance,I
MYH9,s_34,0.4238733796279378,resistance,II
MYH9,s_64,0.3113886439227287,terbutaline,II
MYH9,s_62,0.36453566669149184,terbutaline,II
MYH9,s_40,0.5677385305581034,resistance,II
MYH9,s_17,0.25896663169772316,resistance,I
MYH9,s_79,0.32818362207608154,terbutaline,I
MYH9,s_45,0.30337225131305956,terbutaline,I
MYH9,s_46,0.41488778442388974,terbutaline,II
MYH9,s_25,0.34796600144312334,resistance,I
MYH9,s_57,0.178589365941386,terbutaline,I
MYH9,s_91,0.7497097786838236,terbutaline,I
MYH9,s_90,0.28509454212158775,terbutaline,II
MYH9,s_74,0.24936324441987043,terbutaline,II
MYH9,s_59,0.19307307770992038,terbutaline,I
MYH9,s_35,0.2486894089650777,resistance,I
MYH9,s_77,0.17595783179334185,terbutaline,I
MYH9,s_18,0.5754780751722828,resistance,II
MYH9,s_85,0.23729294648803176,terbutaline,I
MYH9,s_49,0.19868275535009478,terbutaline,I
MYH9,s_80,0.48690579677750184,terbutaline,II
MYH9,s_42,0.22136285265756034,terbutaline,II
MYH9,s_43,0.26087413883729554,terbutaline,I
MYH9,s_56,0.16182507422128808,terbutaline,II
MYH9,s_55,0.2955826791137403,terbutaline,I
MYH9,s_61,0.18638550497576123,terbutaline,I
MYH9,s_14,0.511964038814813,resistance,II
MYH9,s_32,0.4265106435917477,resistance,II
MYH9,s_16,0.5584649821420193,resistance,II
MYH9,s_51,0.2707454604405767,terbutaline,I
MYH9,s_41,0.26542976172350674,terbutaline,I
MYH9,s_82,0.4070035690443831,terbutaline,II
MYH9,s_54,0.31127771452950037,terbutaline,II
MYH9,s_89,0.21040072185874556,terbutaline,I
MYH9,s_76,0.7628883564780927,terbutaline,II
MYH9,s_48,1.0185233902778466,terbutaline,II
MYH9,s_28,0.41807640046143785,resistance,II
MYH9,s_75,0.4225965544119391,terbutaline,I
MYH9,s_86,0.5187049850289387,terbutaline,II
MYH9,s_87,0.35727012246878215,terbutaline,I
MYH9,s_81,0.2618592412933847,terbutaline,I
MYH9,s_88,0.43350782547920913,terbutaline,II
MYH9,s_29,0.2705204862401285,resistance,I
MYH9,s_31,0.2603489576451379,resistance,I
MYH9,s_30,0.32036833422657135,resistance,II
MYH9,s_53,0.23829171174899194,terbutaline,I
MYH9,s_47,0.32497884279757233,terbutaline,I
