s_1;s_2;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20;s_21;s_22;s_23;s_24;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_36;s_37;s_38;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_82;s_83;s_84;s_85;s_86;s_87;s_88;s_89;s_90;s_91;s_92;protein;gene
5285,209961;5672,259766;7020,02002;NaN;5139,709961;6518,580078;7087,680176;5664,660156;7519,950195;5654,439941;4739,27002;6251,200195;8997,459961;8198,860352;7587,959961;7809,680176;7590,990234;5056,649902;5645,950195;4081,120117;6360,180176;5509,359863;6884,939941;6115,97998;7738,529785;5914,049805;8804,040039;6314,680176;9285,650391;7273,569824;9019,209961;8089,390137;8848,570313;6824,220215;7248,180176;5472,410156;8119,549805;6093,259766;6524,310059;5899,669922;9066,839844;7076,049805;7206,450195;6252,100098;10541,7998;7712,799805;7252,439941;7089,5;9993,419922;6369,640137;9438,080078;6610,120117;11651,2998;5976,759766;10668,2998;5465,029785;9156,05957;7157,310059;7693,799805;7940,359863;8498,929688;7606,919922;8519,719727;6053,470215;8594,910156;6531,709961;8665,320313;5471,100098;6722,439941;6455,310059;6388,410156;6403,720215;5721,379883;7171,540039;4948,490234;5045,490234;8912,889648;8280,429688;7673,620117;8003,680176;5438,180176;6858,5;5689,240234;4483,290039;7565,600098;6961,52002;7620,330078;5348,120117;12708,2002;7592,009766;6380,640137;7311,25;P22830;FECH
NaN;NaN;NaN;NaN;NaN;NaN;NaN;2128,27002;NaN;NaN;6779,859863;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1054,050049;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;872,4689941;1633,290039;NaN;NaN;NaN;1924,359985;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1084,619995;1267,25;NaN;NaN;NaN;NaN;790,8140259;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1127;P39748;FEN1
3802,179932;NaN;3251,570068;NaN;1670,810059;4195,660156;1746,060059;2627,320068;939,6519775;NaN;2230,899902;3143,909912;2536,899902;3459,169922;4583,359863;3641,709961;3140,580078;2558,780029;4038,98999;2350,669922;5531,75;2767,840088;2420,909912;3040,090088;4102,089844;3750,080078;3564,23999;1480,339966;NaN;4791,529785;3125,02002;4309,52002;2921,76001;2732,540039;2381,610107;3058,070068;2327,830078;4130,399902;2240,25;2470,820068;2640,370117;3060,610107;2511,560059;3801,23999;NaN;3942,120117;NaN;3125;1397,160034;5600,669922;2317,120117;2873,370117;NaN;1904,079956;3032,320068;NaN;1658,339966;3515,929932;3043;1894,949951;1855,560059;3444,959961;2191,23999;3134,449951;2211,98999;2538;2513,139893;2716,209961;2350,949951;3483,419922;2925,709961;NaN;4634,839844;5197,830078;4419,100098;3692,030029;3025,070068;2311,320068;2559,27002;2857,23999;3632,01001;3332,810059;3097,209961;3539,429932;2866,320068;3883,530029;3515,649902;3336,75;2758,149902;2790,23999;3008,75;3396,459961;Q96AC1;FERMT2
NaN;1483,170044;NaN;NaN;NaN;1732,339966;1208,849976;1250,98999;NaN;NaN;2302,679932;988,1480103;1723,050049;1304,670044;1485,390015;2567,280029;1652,77002;2876,969971;1611,640015;1527,349976;673,8170166;2217,320068;1706,949951;935,0830078;1468,790039;1075,140015;1447,599976;1953,150024;1667,77002;887,2849731;878,9990234;631,3319702;5109,339844;2806,810059;3463,709961;2612,620117;1914,089966;1524,709961;2161,76001;1911,140015;NaN;753,3170166;820,7709961;494,04599;3037,22998;NaN;2017,27002;NaN;1314,869995;3378,389893;2551,590088;1778,01001;1121,01001;NaN;1850,939941;NaN;2666,5;1470,859985;2279,929932;947,9439697;791,4450073;NaN;NaN;NaN;2434,26001;805,5079956;1029,359985;5559,959961;1186,079956;1427,849976;2531,840088;1567,609985;2434,169922;658,9749756;1279,569946;948,7769775;NaN;614,5369873;1104,030029;569,598999;1207,900024;711,7769775;1549,410034;854,6619873;1849,900024;1055,069946;1982,689941;1187,790039;1004,369995;714,1459961;1927,439941;497,9649963;Q9UGM5;FETUB
NaN;NaN;1281,699951;NaN;NaN;NaN;1375,890015;1068,689941;NaN;NaN;626,8250122;883,9760132;816,9860229;NaN;NaN;NaN;NaN;NaN;705,9810181;790,9970093;NaN;NaN;793,1240234;950,375;805,15802;597,5830078;718,809021;NaN;1035,939941;NaN;1151,349976;875,9580078;1086,369995;NaN;780,2520142;659,0770264;NaN;NaN;1188,030029;NaN;595,6240234;NaN;NaN;NaN;1035,199951;NaN;NaN;NaN;NaN;NaN;695,1350098;NaN;1095,77002;NaN;912,802002;NaN;585,1030273;NaN;906,1970215;NaN;852,3969727;594,9210205;695,1220093;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;673,0859985;NaN;364,1820068;NaN;519,7659912;362,605011;805,0009766;842,7490234;633,5839844;NaN;NaN;774,4290161;615,1069946;NaN;671,4400024;610,8629761;NaN;897,1110229;NaN;821,8900146;384,9360046;Q9UHY8;FEZ2
26820,59961;26592,59961;30950,80078;NaN;30705,80078;31959,5;27423,69922;48598;14782,2998;16422,5;57509;49763,5;36005,89844;25874,09961;51298,39844;62490,5;12990,7002;13812,09961;17207,19922;20596,80078;28410,5;29905,09961;57587,60156;43416;16183,90039;17262,30078;16491,69922;24080;25053,69922;18160;18097,59961;19028;58906,5;52701,39844;26718,80078;37013,10156;29735,80078;44950,69922;50106;46331,30078;30692;31236,40039;19317,30078;22231,19922;30403,30078;26541,40039;30413,90039;36941,19922;27271,40039;27329,19922;29977,19922;78894,20313;20918;12386,09961;17647;20836,59961;46533;39300,80078;24368;23025,90039;28753,40039;33496,60156;17176,19922;15705,09961;20525,59961;16767,5;18955,5;96100,5;24137;31263,90039;34497,10156;184669;28243;41263,39844;80262,70313;69773,20313;14316;18333;21763,09961;19367,19922;22478,40039;34904,5;18395,90039;24879,30078;27798,90039;28417,09961;30172,59961;28434,59961;17056,69922;18507,5;16442,5;14885,40039;P02671;FGA
18028;21454,09961;21372,69922;NaN;18931,19922;18588,80078;20357,30078;46747,60156;11362,90039;11887,09961;52161,80078;39567,10156;23755,90039;19903,80078;31698,09961;38951,39844;10163,7998;11966,5;13069,59961;16348,09961;19165,59961;22148,80078;43613,69922;35111,89844;11346,7002;11794,2998;13281,5;17644,30078;15542,7998;10876,7002;11768,40039;13603;37483,89844;33059,89844;18922,09961;23642,59961;23857,40039;39042,80078;32333,19922;32688;17835,19922;19527,30078;11751;14307,2998;24929,90039;19125,90039;22314,40039;26492,5;16211,7998;29153,80078;16720,5;77176,79688;11000,90039;6499,640137;13367,2998;11593,2998;27828,40039;23424,19922;13967,09961;12175,09961;13535,7002;19279,19922;9877,30957;9730,259766;12744,90039;8338,75;10697,09961;44145,30078;18661,30078;17439,69922;20438,90039;103209;18855,30078;27507,40039;37993,19922;38651,80078;8422,179688;10648,7002;12149,7002;10629,5;15630,7998;20899,09961;9917,389648;14884,90039;18981,19922;18151,90039;18528,19922;19050,69922;10554,2998;10236,2002;11618,90039;9402,910156;P02675;FGB
8735,599609;9470,959961;9133,169922;NaN;9457,419922;7039,470215;7987,859863;16897,69922;4505,370117;4428,149902;17481;12287,5;10285,40039;6430,819824;11902,2998;14699,59961;3542,949951;3946,139893;5514,629883;5187,490234;5965,850098;8068,509766;12328,7002;12482,09961;3271,719971;4244,049805;4619,77002;7263,029785;6072,160156;4034,719971;4660,209961;5056,490234;14495,2002;12166,5;6487,580078;8797,980469;7418,359863;12033,7998;11087,2002;10423,5;7283,950195;7492,75;4377,459961;4842,700195;8810,200195;5941,529785;6101,689941;8647,570313;7457,189941;9972,179688;8192,25;19987;5764,299805;2150,189941;5318,689941;5285,379883;13307,09961;10162,7002;6869,649902;5689,310059;7545,950195;9649,519531;5857,790039;5573,02002;6020,569824;5431,009766;4677,899902;14855,40039;8468,139648;8652,120117;11057,5;44002,39844;8082,379883;11936,59961;11629,40039;9900,679688;3899,52002;4412,890137;5006,609863;4295,120117;6808,140137;9096,540039;5077,490234;7587,779785;8246,700195;7908,75;10050,09961;8434,75;4841,580078;4597,319824;4526,620117;3844,030029;P02679;FGG
NaN;267,9790039;NaN;NaN;266,2720032;224,701004;NaN;279,0979919;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;291,5280151;417,321991;NaN;NaN;NaN;NaN;NaN;NaN;NaN;332,8240051;NaN;NaN;NaN;454,7520142;NaN;NaN;221,9100037;446,2839966;NaN;NaN;260,3859863;NaN;NaN;NaN;NaN;NaN;NaN;NaN;347,8179932;NaN;468,7789917;NaN;NaN;NaN;520,3519897;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;240,6959991;407,2460022;NaN;NaN;NaN;NaN;483,0639954;NaN;NaN;NaN;NaN;151,8480072;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Q96C11;FGGY
77686,89844;83636,10156;98011,70313;1244890;78203,60156;75046,5;86203,89844;57441,10156;89774,29688;51914,39844;74941,39844;67501,39844;105185;94841,60156;94085,29688;113283;83158,10156;78213,5;45795,5;42194,10156;72854;56002,69922;82570,79688;74142,5;108102;82931,70313;68737,29688;63711,39844;83918,39844;90072,20313;99743,60156;92535,79688;109037;88522,60156;99371,79688;76250,5;121279;91202,39844;97187,70313;78635,60156;93950,60156;71076;89791,79688;78916,20313;102742;103707;97782,79688;77199,60156;89692,89844;65727,29688;94758,39844;61802,30078;102363;69330,60156;105323;58497,10156;92590,29688;85096;112892;95313,5;95065;84030;84074,5;64129,30078;103817;73082,39844;110999;44915,39844;103211;103650;93970,20313;80531,5;81772,39844;60975,19922;58009,10156;32559,40039;111297;107231;108861;101559;88644,10156;69290;113826;78144,39844;106326;102623;104169;90148,70313;106047;86596,10156;64997,19922;55961,80078;P07954;FH
NaN;1636,540039;1612,430054;NaN;NaN;NaN;1162,22998;NaN;2274,689941;NaN;1828,72998;NaN;1142,280029;1182,839966;881,8640137;1883,449951;1800,73999;1220,51001;871,4920044;1314,160034;1422,069946;1133,089966;1111,52002;1109;1883,390015;1378,27002;889,3540039;NaN;1632,619995;986,8309937;1597,98999;1765,290039;1280,449951;1190,160034;1487,329956;1656,73999;1638,530029;1183,319946;2140,26001;987,7390137;1614,439941;NaN;940,1920166;1339,73999;1289,310059;1602,469971;NaN;1421,699951;1368,75;NaN;1845,48999;1256,849976;NaN;NaN;1280,640015;NaN;2503,22998;NaN;1129,420044;2102,27002;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1667,439941;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;P49789;FHIT
989691;939226;900691;1962990;862047;724533;1090370;778759;995158;1169010;901319;1159370;876615;1106340;951948;1178550;1003110;939877;871070;805622;902415;1056770;948236;1324770;1275010;1542710;1027940;822031;937580;1032850;1307350;1474850;1220170;1353420;1310270;1600980;976602;1081120;999322;1173780;758254;962981;1113780;1118190;1018000;1341030;694015;846534;1083150;1003240;1271800;1099410;1033940;518421;1220880;534375;1458450;981602;1201950;982108;705317;871150;1221870;1260250;1291570;1204040;1258290;922342;1084510;1196950;905348;1035940;1069330;1592330;1218540;1043170;1247020;1294430;1028350;1236500;1314440;1655660;877074;827305;1197200;1113570;936313;1309960;1135950;1273610;460823;804223;Q13642;FHL1
25075;25682,5;29098,40039;NaN;33729,30078;15345,59961;29243,19922;15279,7998;26427,80078;34544,60156;23646,09961;28539,90039;27003,5;27790,80078;22536,40039;31407,40039;25972,80078;22896,59961;12194,7998;10855,40039;19737,90039;34797,69922;23816;41740,10156;27566,80078;35637,89844;20479,5;17419;22787,09961;19826,80078;29097,5;21535,30078;25097;31368,5;27490,59961;35742,10156;18317,80078;22079,59961;23441,5;22904,09961;40748,39844;35162;40275,80078;27132,59961;16259,09961;24985,69922;13512,5;17843;33787,10156;30534,19922;42613,5;46127,19922;27864,19922;30785,40039;17708;37606,10156;37453,80078;23381,90039;26624,30078;26407,90039;28478,80078;34850,19922;28152,30078;29235,09961;32619,19922;36492,60156;28944,5;28910,40039;26137;29652,69922;30738,59961;31145,5;35225;55707,19922;13489,7998;17544,40039;33537,30078;39068,30078;22136;32228;31849,69922;43492,10156;35104,5;30434,30078;29971,30078;22022,69922;30461,90039;27428,40039;24228;31907,59961;10147,7002;18813,69922;Q13643;FHL3
22602;27937,59961;30182,59961;NaN;25295,5;19987,59961;22025;15399,7998;23834,69922;27549,19922;20678,19922;23857,69922;33268;27096,69922;29211,40039;24108,69922;26153;24430;16404,30078;20899,69922;23252,69922;24073;22115,19922;24715;22546,69922;27971,40039;20841;24998,30078;21323,80078;22248,19922;19105,90039;23835,5;23066,80078;34536,60156;28673,30078;34949,19922;23666,40039;24998,09961;20851,19922;25455,59961;27822,69922;39571,39844;27713,40039;41518,39844;23244,59961;34129,60156;23977,80078;26037,19922;27100,40039;24551,5;25416,90039;28706,30078;29751,80078;31434,40039;29928,30078;35063,39844;26285,90039;27684,59961;27922,90039;33098,60156;34904,89844;31466,40039;35261,5;30369;29509,30078;33551,30078;34072,60156;32388,90039;21789,30078;29298;26481,19922;28130,90039;24437,19922;21775,5;17363,80078;26554,59961;28468;24032,30078;21284,40039;21731,19922;26426,30078;36173,69922;25812,69922;36378,89844;23290,30078;24564,5;24393,40039;28583,30078;21260,40039;26238,40039;20496,59961;28701,19922;Q9Y613;FHOD1
2422,5;2246,310059;2970,52002;NaN;1884,130005;1463,719971;3128,73999;2515,860107;1376,47998;1730,800049;1603,920044;1835,680054;1587,420044;1671,98999;1870,180054;2451,75;3247,310059;1953,859985;2635,929932;3836,879883;2952,300049;2292,409912;1880;1401,709961;2144,469971;1540,839966;3112,570068;2393,280029;2427,23999;1669,560059;2327,72998;1950,380005;1399,560059;2039,719971;1722,459961;2696,850098;2197,949951;1294,51001;2085,580078;2226,399902;2496,679932;2897,290039;2270,399902;2844,159912;2528,830078;2750,889893;2759,320068;2448,669922;2117,610107;3088,409912;2100,870117;1633,47998;2001,849976;3443,550049;2359,159912;1634,459961;2030,689941;1973,459961;2170,719971;1925,119995;2972,26001;2646,600098;2925,810059;2662,530029;995,927002;2594,530029;2067,909912;2149,860107;2135,659912;1875,290039;1954,540039;2053,97998;NaN;1507,01001;2967,649902;3769,060059;2420,399902;1880,48999;3470,159912;2788,76001;2272,790039;2021,599976;1613,400024;2751,870117;2241,620117;1693,01001;1853,170044;1369,47998;2669,350098;2299,27002;4326,399902;5503,350098;Q7Z7B0;FILIP1
7953,330078;7657,069824;8346,139648;NaN;6570,950195;10028,7998;10940,2998;10207,5;13392,2002;6695,47998;10354,40039;8526,25;11690,5;10526,5;12447,7002;11075,90039;10067,5;10230,90039;7477,089844;6085,25;10558,2998;10581,2002;8209,910156;7531,910156;9392,30957;8171,77002;11783,7002;10866,09961;10549,59961;9120,280273;9041,839844;8047,540039;11093,5;7957,740234;11288,7998;8662,650391;12193,2002;9591,480469;11449,7998;9834,75;8890,009766;8350,900391;8301,5;8131,160156;9508,05957;8382,080078;9740,379883;9906,490234;9934,55957;4034,77002;7959,22998;5812,609863;6768,549805;3156,419922;10341,2002;4209,870117;8485,759766;6720,620117;11594,7998;7951,339844;6435,120117;6551,279785;8590,980469;6356,52002;6824,310059;7626,27002;11682,90039;4789,759766;9387,169922;10692,40039;11669,40039;6473,390137;9948,139648;6736,180176;10067,90039;6519,240234;10869,09961;7167,009766;8223,040039;8994,429688;11892,59961;7144,009766;9670,070313;6752,290039;11586,40039;12077,59961;10150;10739,5;9635,219727;9445,969727;8172,850098;7264,740234;Q9Y3D6;FIS1
NaN;2341,389893;2635,639893;NaN;3101,629883;2296,070068;1119,040039;2060,629883;1176,410034;1881,75;3604,550049;1887,140015;NaN;1313,969971;NaN;1774,189941;NaN;NaN;958,4359741;1519,859985;NaN;NaN;NaN;NaN;904,1469727;2218,860107;792,8339844;1091,98999;NaN;1940,420044;1710,199951;945,7030029;953,4730225;1333,040039;1160,569946;1972,02002;NaN;1994,119995;1881,719971;1466,890015;1578,900024;1280,01001;1586,079956;2885,810059;1832,650024;2133,590088;2363,959961;2061,209961;2089,389893;NaN;1812,5;1650,51001;1478,290039;2547,5;1737,310059;NaN;2657,429932;1328,189941;1159,349976;1483,959961;2956,73999;2200,889893;2260;NaN;1920,699951;1811,800049;1912,030029;2737,850098;1419,079956;1508,550049;1688,98999;1684;1521,780029;NaN;1194,430054;1924,530029;1653,079956;NaN;1161,719971;1574,530029;1536,280029;1630,359985;1519,329956;NaN;NaN;1190,280029;NaN;NaN;NaN;1326,810059;NaN;1439,449951;Q5T1M5;FKBP15
13310;19382,19922;9565,709961;NaN;13383,2002;11757,09961;9832,110352;19432,19922;7543,459961;13778,2998;15532,5;14262,90039;9271,660156;14399;11752,2002;13080,5;11420,7002;22616,40039;14052,2998;18753,09961;10690,59961;17565,19922;13837,7998;15290,2002;9564,629883;18458,5;10105,90039;19756,90039;11280,40039;17290,69922;9960,80957;17388,80078;9138,379883;12924,09961;11150,2998;16073,2002;10937;14724,7998;11925,59961;14721,5;9643,629883;19437;13357,7002;13297,7002;6253,200195;10577,5;9343,919922;14298,7998;11858,09961;19144,80078;11599,7002;19962,30078;11697,59961;13562,2002;11277,7998;14419,7998;10702,90039;18589,80078;10143,40039;14437,09961;12521,90039;16620,80078;16013;17688,5;10495,2002;21685,59961;10264,90039;16623,19922;11904,59961;19947,30078;11185,7002;16604,90039;13069,7998;17786,59961;13644,7002;19425,40039;9220,19043;16519;7958,950195;16618,30078;11648,2998;18898,69922;10249,7002;15377,2998;12106;18304,5;12148,2002;15455,2002;11232,7002;17335,69922;12700,7002;18146,40039;P62942;FKBP1A
12153,7998;10074,2002;8219,240234;NaN;16027,7998;14695,7002;10995,40039;12255,7998;8006,990234;8244,769531;13664,59961;7808,080078;37035,60156;9270,650391;9775,219727;9255,450195;NaN;10659;19733,09961;17656,90039;13704,5;8850,730469;11857,40039;12788,40039;21478,90039;14996,59961;29418,30078;18801,69922;23384,09961;11012,5;16158,2998;13868,2002;15797,2998;14456,09961;NaN;12585,09961;11432;13732,59961;26338,69922;12836,40039;29503,5;10997,7998;NaN;9855,240234;NaN;12574,2002;NaN;13792,40039;NaN;NaN;16873,59961;10965,90039;13236,2002;10130,7998;13527,7002;9076;7638,919922;10260,40039;10080,40039;9542,339844;10831,09961;10238,09961;10591,2998;10500,7002;9978,169922;10163,5;11525,40039;9139,110352;10859,7002;16832,19922;8986,799805;12738,7998;12001,40039;9768,349609;24278,19922;13350;6902,890137;9808,389648;11019,59961;9290,209961;13264,2002;12942,7998;10294,7998;14363,2998;13216;13182,7002;11493,7002;14483,09961;6151,959961;11747,2998;15098;14682,2998;P26885;FKBP2
36152,10156;49152,60156;53524,39844;NaN;50691,89844;38202,39844;50354,60156;41035,30078;36451,60156;46397,80078;38760,80078;43513,69922;43859,39844;53924,89844;47654,39844;58940,39844;35935,5;42801,69922;25958,40039;27468,80078;36535,60156;53969,89844;32746,40039;47832,30078;52188,60156;58709,30078;36556,39844;47408,5;39156,69922;49895,19922;43873,30078;51902,5;49423,69922;58717,19922;43220,10156;50691,60156;48492,5;52945,19922;44429,30078;50210,60156;49909,39844;57465,39844;36736,60156;49527,5;39751,39844;42663;37598,69922;45870,60156;41866,19922;57568,5;47295,60156;56038,19922;47438,10156;64731,19922;51270,39844;67709,60156;41712,30078;52559,10156;41372,80078;57851;50986,10156;59131,30078;47066,39844;51687,5;46834,19922;61436,10156;50616,5;45290,60156;37907,5;54969,30078;39561,5;55378;34937,10156;63359,19922;28123,30078;27490,5;49562;72143,89844;44519,89844;55110,60156;41678,89844;71420,70313;56915,80078;62556;46551,5;51768,39844;40371,30078;49888;41603,19922;56817,60156;28306,80078;36104,80078;Q00688;FKBP3
4372,899902;8098,899902;7396,5;200895;6997,589844;6514,330078;8384,80957;8689,519531;6787,200195;8484,830078;10149,09961;7584,169922;7316,490234;8903,849609;6825,990234;6806,819824;5762,919922;14632;6825,819824;7809,560059;5952,959961;5075,450195;6192,740234;7573,77002;6537,169922;9923,879883;7987,509766;8010,790039;5807,379883;8182,25;8778,759766;10350,40039;6291,310059;10012,2998;7415,120117;8558,200195;6480,799805;10529,09961;9660,259766;8091,77002;7476,290039;8078;8821,389648;10876,40039;7649,830078;9783,360352;7943,27002;8771,089844;5826,189941;NaN;9120,969727;7420,189941;8607,849609;8905,719727;7203,490234;8964,660156;8340,669922;9513,870117;7927,77002;9027,370117;6575,640137;7582,22998;7323,100098;10004,2998;6163,580078;8886,05957;5492,77002;12083,2998;6277,120117;7946,470215;5599,819824;7014,930176;6639,819824;7557,970215;6679,709961;10526,40039;7609,649902;9599,419922;6163;8102,140137;5619,689941;9928,570313;5157,069824;9520,669922;5628,390137;8107,120117;6704,439941;7901,75;6694,890137;10439,09961;3658,469971;11616,40039;Q02790;FKBP4
3605,659912;2808,090088;3172,219971;NaN;3207,600098;2084,669922;2484,459961;2821,679932;2974,75;3747,669922;2336,969971;2665,969971;2606,959961;3290,48999;3995,300049;2713,110107;2470,219971;2828,959961;2270,820068;3072,909912;2854,459961;2716,830078;2615,76001;2655,790039;2512,280029;3486,209961;4020,52002;2279,5;2815,840088;3498,070068;3694,5;2040,390015;2572,01001;2512,52002;3005,179932;3307,850098;1584;2743,850098;1746,939941;2346,600098;3100,040039;2846,389893;3490,080078;4063,139893;3004,5;2397,969971;4088,77002;1747,609985;3005,360107;1487,640015;3440,610107;2759,340088;2417,320068;1657,939941;2786,459961;2387,830078;3359,280029;3922,5;3250,73999;3633,850098;4086,959961;2012,640015;2294,030029;2542,030029;3252,840088;1807,300049;2448,129883;2825,310059;2772,679932;2202,27002;1861,040039;2037,949951;2537,459961;1708,02002;2218,73999;2743,360107;2660,060059;2801,949951;3852,73999;2769,399902;2164,51001;2112,820068;3021,75;2479,709961;2435,879883;2349,47998;3240,850098;2043,449951;2692,949951;1452,670044;707,7579956;2315,129883;Q13451;FKBP5
